"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year","GD","GDs","GDD","GDDs","meanGDeg","varGDeg","skewGDeg","kurtGDeg","numStns","flowered.cm","bud.cm","fruit.cm","a.flower.cm","infl.cm","flowered.mm","bud.mm","fruit.mm","a.flower.mm","infl.mm"
"CHRB0001076",1148.063,10,1464.938,0,558.226,485.477,"39.71731 -75.14167","04/08/1970",39.71731,-75.14167,216,1970,202.2021647084,106.012735862,2426.4462719509,1352.1701059167,11.7607492607,27.5179883195,-0.5288774176,-0.6315980796,20,4.86232898368818,4.22866166752173,12.7600837236284,0,21.8510743748383,48.6232898368818,42.2866166752173,127.600837236284,0,218.510743748383
"GMUF-0028720",435.029,10,768.117,0,0,186.544,"Lee Higyway in Merrifield, right side of highway to Arlington, Fairfax County, Virginia","24/06/1970",38.873704,-77.225788,175,1970,215.7117725178,73.1805321607,2654.5142191816,805.4839985159,12.2836315746,27.2700132447,-0.568854101,-0.7471716389,20,0,4.28808194396236,17.6566849566351,0,21.9447669005974,0,42.8808194396236,176.566849566351,0,219.447669005974
"v0305277WIS",896.009,10,3790.612,0,799.419,304.93,"38.64959 -88.91897","04/08/1970",38.64959,-88.91897,216,1970,205.5343333547,117.2590093049,2619.8524005227,1560.3638590281,12.7519471685,27.2189756596,-0.6085658116,-0.4573337753,20,8.92199743529362,3.40320242318995,42.3055125562355,0,54.630712414719,89.2199743529362,34.0320242318995,423.055125562355,0,546.307124147191
"918950490",155,5,268.12,0,77.33,0,"",NA,45.78,-75.15,225,1971,172.1514638339,92.0404663704,1358.3868375392,860.4842560639,7.8783088211,18.7968595103,-0.0241518945,-0.8959799457,20,2.49451612903226,0,8.64903225806452,0,11.1435483870968,24.9451612903226,0,86.4903225806452,0,111.435483870968
"v0057042WIS",1176.034,10,6029.182,0,0,0,"Moore's Bay, Chippewa Flowage, Sawyer County, see map","23/08/1971",45.953433,-91.136216,235,1971,145.7454081175,90.5379034605,1098.352270413,818.0120609707,8.1128347894,21.0333309395,0.0606205478,-0.7354132065,20,0,0,51.2670722104973,0,51.2670722104973,0,0,512.670722104973,0,512.670722104973
"v0057041WIS",1176.083,10,2350.615,0,0,114.612,"W side of James Lake, T40N, R6W, Sec17, see map","29/08/1971",45.951134,-91.153149,241,1971,145.9027428803,96.6572906489,1099.7333501781,860.8305848314,8.1209535357,21.0349703019,0.0577058418,-0.7369210766,20,0,0.974523056621004,19.9868121552645,0,20.9613352118856,0,9.74523056621004,199.868121552645,0,209.613352118856
"931072070",432,5,0,0,820.95,769.45,"","0028-06-19",43.78,-80.54,179,1971,162.0655914968,35.4694672513,1324.094449014,297.0989375527,8.2307883508,15.7721715756,-0.0558451069,-0.6510388375,20,9.50173611111111,8.9056712962963,0,0,18.4074074074074,95.0173611111111,89.056712962963,0,0,184.074074074074
"VSC0014950",1116.002,10,916.228,0,162.112,384.653,"Hillsboro Co., New Hampshire, Hwy 101 east of Milford","16/08/1971",42.836857,-71.697036,228,1971,177.6777958538,98.6107272084,1638.2880711184,1024.2154624794,9.2148986488,19.1338644427,-0.1805366956,-0.8607861631,20,1.45261388420451,3.44670529264285,8.20991360230537,0,13.1092327791527,14.5261388420451,34.4670529264285,82.0991360230537,0,131.092327791527
"UWM0012411",613.029,10,0,0,562.217,398.985,"Milkaukee Co., Wisconsin, north bank of Milwaukee River adjacent to Green Tree Rd, in Kletsch Co Park","28/07/1971",43.138156,-87.925115,209,1971,168.6895719219,74.0143583232,1714.5254704102,817.3864044654,10.1644930614,22.0385206015,-0.16492759,-0.729713786,20,9.17113219766112,6.50841966693256,0,0,15.6795518645937,91.7113219766112,65.0841966693256,0,0,156.795518645937
"OS432090",1278.156,10,0,0,772.334,643.91,"41.68250 -84.72583 shore of Nettle Lake, Williams Co., Ohio","20/07/1971",41.6825,-84.72583,201,1971,180.0478998286,76.0376060008,1930.4425797951,860.9668873005,10.7623992226,21.9535140421,-0.2518062194,-0.5486391342,20,6.04256444440272,5.03780446205315,0,0,11.0803689064559,60.4256444440272,50.3780446205315,0,0,110.803689064559
"OS105909",1270.157,10,1005.806,0,389.128,495.058,"40.64694 -83.60972","31/07/1971",40.64694,-83.60972,212,1971,186.908988442,91.9268409296,2024.524108316,1025.2203466331,10.8321075857,19.5358802453,-0.3925129966,-0.5098232945,20,3.06362126886676,3.89761265733291,7.9187533509637,0,14.8799872771634,30.6362126886676,38.9761265733291,79.187533509637,0,148.799872771634
"MICH-V-1433764",1168.007,10,2800.927,0,569.097,547.027,"Hardin Co., Sclout Lake at Hardin Memorial Park, 2mi E of Kenton on US Rt 30S","31/07/1971",40.64277,-83.572336,212,1971,187.3120581933,92.4093554841,2031.3495041167,1030.3776236997,10.8446141557,19.7550878757,-0.3938545363,-0.5153008428,20,4.87237662103052,4.68342227401034,23.9803956654369,0,33.5361945604778,48.7237662103053,46.8342227401034,239.803956654369,0,335.361945604778
"OS106785",633.064,5,2501.519,0,661.543,190.683,"41.40528 -82.90806 Sandusky Co., Townsed Twp, Millers Blue Hole, 6mi W of Castalia","20/08/1971",41.40528,-82.90806,232,1971,184.3711368849,111.5230589384,2063.0549371063,1316.6013572539,11.17390076,21.5123619625,-0.2866842476,-0.5838750596,20,5.22492986491097,1.50603256542782,19.757236235199,0,26.4881986655378,52.2492986491097,15.0603256542782,197.57236235199,0,264.881986655378
"ILLS00071256",881.014,10,1587.613,0,0,550.341,"marsh border, SE of Hanover, Jo Daviess County, Illinois","28/07/1971",42.245177,-90.269414,209,1971,179.5226855799,84.7119694071,2018.3708062869,1025.9810784284,11.2514168237,22.055476865,-0.4193973609,-0.7135963058,20,0,6.24667712431358,18.020292526566,0,24.2669696508796,0,62.4667712431358,180.20292526566,0,242.669696508796
"OS112085",1274.127,10,1469.776,0,1015.499,555.407,"39.62972 -82.56833 Fairfield Co., Wahkeena Nature Preserve","01/07/1971",39.62972,-82.56833,182,1971,182.5028785196,57.6263496273,2061.5194585925,641.1670139351,11.2899007014,17.0945891748,-0.5141295403,-0.285377876,20,7.97015525139959,4.35911804710206,11.5355533632048,0,23.8648266617064,79.7015525139959,43.5911804710206,115.355533632048,0,238.648266617064
"OS0016026",1232.026,10,480.085,0,419.536,601.219,"Ontario, Essex Co., Pelee Island, Dans un fosse, le long de lat route occidentale de l'ile approximativement a deux milles au nord du quai.","12/07/1971",41.786088,-82.670096,193,1971,184.2301910709,90.8334080228,2057.1536676614,1136.249751231,11.4652420787,20.807277717,-0.3022308064,-0.5588414856,20,3.40525281122314,4.87992136529586,3.89671159537217,0,12.1818857718912,34.0525281122314,48.7992136529586,38.9671159537218,0,121.818857718912
"OS117031",1280.189,10,4579.665,0,0,0,"41.72139 -83.40472, Lucas Co., Ohio, Little Cedar Point, Jerusalem Township, 10mi E of Toledo, NE end of Maumee Bay","21/09/1971",41.72139,-83.40472,264,1971,184.9122303828,144.1347544019,2053.6044914302,1735.671778209,12.4457301064,22.1887955943,-0.2673560829,-0.5995217134,20,0,0,35.7733506536925,0,35.7733506536925,0,0,357.733506536925,0,357.733506536925
"MICH-V-1313471",1170.015,10,0,0,738.39,1108.087,"Simcoe Co., Ontario, east of French's Motors, Barrie","12/07/1972",44.381059,-79.693204,194,1972,138.0992562849,62.7069522975,1193.9992720744,467.2500288385,8.7189973465,15.406923442,0.1697960665,-0.1640878311,20,6.3109447314778,9.47070764050033,0,0,15.7816523719781,63.109447314778,94.7070764050033,0,0,157.816523719781
"2008844",628.013,5,0,0,1233.294,1080.625,"",NA,44.988256,-116.491609,200,1972,167.3500447521,93.6168268467,1558.1079988961,728.0080553626,8.9881918021,20.7049700912,-0.0955452141,-0.8518617736,20,9.81901648532753,8.6035241308699,0,0,18.4225406161974,98.1901648532753,86.035241308699,0,0,184.225406161974
"919015351",616,5,0,0,845.47,101.81,"","0016-08-19",42.93,-72.24,229,1972,141.7613235222,97.5061187184,1347.2590700783,975.4669187116,9.3942556628,15.4861740434,-0.1520845452,-0.254100759,20,6.86258116883117,0.82637987012987,0,0,7.68896103896104,68.6258116883117,8.2637987012987,0,0,76.8896103896104
"OS112259",1268.191,10,5100.465,0,461.075,595.144,"41.205444 -80.955315","30/07/1972",41.205444,-80.955315,212,1972,177.4566331446,107.5117708729,1716.3592592434,975.8125035386,9.7339563238,22.0694175253,-0.148912792,-0.5481271414,20,3.6356905229575,4.69285777930927,40.2184292429137,0,48.5469775451805,36.356905229575,46.9285777930927,402.184292429137,0,485.469775451805
"1144975",1170.043,10,3124.524,0,401.84,163.498,"Mahnomen Co., Minnesota, 2.5mi W, 2mi S of Waubun,","19/08/1972",47.156704,-96.001702,232,1972,140.883384024,102.1089214967,1390.310146856,1070.7442058591,9.8778305601,17.409502052,-0.0931650247,-0.7036623498,20,3.43440369285573,1.39736744717929,26.7043518913407,0,31.5361230313758,34.3440369285573,13.9736744717929,267.043518913407,0,315.361230313758
"v0305253WIS",894.009,10,563.39,0,331.393,154.742,"41.93075 -71.30483","13/08/1972",41.93075,-71.30483,226,1972,161.8744443482,110.0117199265,1565.7597669428,1048.081791946,10.0756457829,17.8607064845,-0.2226040085,-0.5489222526,20,3.70681950629132,1.73087742964556,6.30183812467212,0,11.739535060609,37.0681950629132,17.3087742964556,63.0183812467212,0,117.39535060609
"v0047776WIS",1176.061,10,2972.118,0,0,163.392,"roadside ditch of County Hwy V, where road crosses an arm of Lake Wisconsin 6mi W of Poynette","19/09/1972",43.401188,-89.520388,263,1972,155.8171211547,146.3547423004,1593.8942525963,1530.8621384569,10.2273821246,19.7677159948,-0.2013985061,-0.4759053584,20,0,1.38931569025756,25.2718013776496,0,26.6611170679072,0,13.8931569025756,252.718013776496,0,266.611170679072
"OS110329",1276.307,10,0,0,729.831,977.623,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","16/06/1972",41.4,-82.80861,168,1972,181.115862673,67.8061616374,1796.4102687775,460.4002318183,10.2401031409,24.2048510953,-0.0696750798,-0.5167141823,20,5.7183028848075,7.65977934775881,0,0,13.3780822325663,57.183028848075,76.5977934775881,0,0,133.780822325663
"OS110304",1269.227,10,0,0,2181.715,1126.445,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","06/07/1972",41.4,-82.80861,188,1972,181.115862673,87.8061616374,1796.4102687775,651.8893125813,10.2401031409,24.2048510953,-0.0696750798,-0.5167141823,20,17.1893207440434,8.87504756832308,0,0,26.0643683123665,171.893207440434,88.7504756832308,0,0,260.643683123665
"OS110305",1270.227,10,543.409,0,1002.736,682.844,"41.40000 -82.80861 Erie Co., Magaretta Twp, 5mi NW of Castalia","06/07/1972",41.4,-82.80861,188,1972,181.115862673,87.8061616374,1796.4102687775,651.8893125813,10.2401031409,24.2048510953,-0.0696750798,-0.5167141823,20,7.89414805385179,5.37576354462628,4.27804636494107,0,17.5479579634191,78.9414805385179,53.7576354462628,42.7804636494107,0,175.479579634191
"OS110306",1272.226,10,0,0,257.752,691.624,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","06/07/1972",41.4,-82.80861,188,1972,181.115862673,87.8061616374,1796.4102687775,651.8893125813,10.2401031409,24.2048510953,-0.0696750798,-0.5167141823,20,2.02599223722829,5.43632970871527,0,0,7.46232194594357,20.2599223722829,54.3632970871527,0,0,74.6232194594357
"OS111605",1272.226,10,951.361,0,0,0,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","11/09/1972",41.4,-82.80861,255,1972,181.115862673,154.8061616374,1796.4102687775,1558.7759594507,10.2401031409,24.2048510953,-0.0696750798,-0.5167141823,20,0,0,7.47792451970011,0,7.47792451970011,0,0,74.7792451970011,0,74.7792451970011
"OS111609",1276.19,10,960.495,0,402.751,104.403,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","11/09/1972",41.4,-82.80861,255,1972,181.115862673,154.8061616374,1796.4102687775,1558.7759594507,10.2401031409,24.2048510953,-0.0696750798,-0.5167141823,20,3.15588587906189,0.818083514210267,7.52626959935433,0,11.5002389926265,31.5588587906189,8.18083514210267,75.2626959935433,0,115.002389926265
"OS110341",1276.226,10,2604.371,0,0,0,"41.40000 -82.80861 Erie Co., Margaretta TWp, 5mi NW of Castalia, S side of Sandusky Bay","25/09/1972",41.4,-82.80861,269,1972,181.115862673,168.8061616374,1796.4102687775,1703.9710062128,10.2401031409,24.2048510953,-0.0696750798,-0.5167141823,20,0,0,20.4068166609989,0,20.4068166609989,0,0,204.068166609989,0,204.068166609989
"EMC009993",1018.002,10,562.219,0,135.96,0,"Walsh Lake, Sylvan Township, Washtenaw, MI","06/08/1972",42.33689,-84.080246,219,1972,159.7735744735,101.0016852433,1636.0045640252,1026.2762652032,10.3518915793,20.5428575824,-0.1427891885,-0.4742327526,20,1.33555729752987,0,5.52276911047326,0,6.85832640800313,13.3555729752987,0,55.2276911047326,0,68.5832640800313
"OS111448",1274.265,10,2843.243,0,1625.994,1154.164,"41.51194 -82.93778, Ottawa Co, Lakeside Park, Ohio, Port Clinton, 0.75mi from center of town","07/07/1972",41.51194,-82.93778,189,1972,183.0758516788,84.6881176496,1890.1941484246,686.4257269327,10.420207069,23.811538505,-0.1441316513,-0.4869385287,20,12.7602500264859,9.05748804212624,22.3128077754627,0,44.1305458440748,127.602500264859,90.5748804212624,223.128077754627,0,441.305458440748
"OS115810",1276.19,10,0,0,1545.425,1317.891,"41.54750 -82.81000, Ottawa Co., Ohio, East Harbor State Park","12/07/1972",41.54575,-82.81,194,1972,180.4247026165,86.4029257174,1751.3582042671,707.9891903033,10.5358909269,24.0642895094,-0.1894647367,-0.469354299,20,12.1096780259993,10.3267616890902,0,0,22.4364397150894,121.096780259993,103.267616890902,0,0,224.364397150894
"EMC009991",395.001,10,0,0,1039.96,476.207,"S. Huron. R. Dr. between Tuttle Hill and Textile Rds., Ypsilanti Twp., Washtenaw. Co, Mich.","12/07/1972",42.20851,-83.574857,194,1972,155.9767921432,72.7356364647,1679.4601003081,698.2766302999,10.6606801919,20.9555246567,-0.2091476841,-0.4337684087,20,26.3280346125706,12.0558428966003,0,0,38.3838775091709,263.280346125706,120.558428966003,0,0,383.838775091709
"0036857MOR",1216.002,10,702.874,0,415.326,532.385,"Wisconsin, Racine, Along west side of Wis. 36, 1.5 miles south of Wind Lake; in wet meadow.","16/08/1972",42.794575,-88.182222,229,1972,146.9388363623,106.0735532951,1593.391311842,1093.8827684461,10.6801863375,19.9106766482,-0.1111122078,-0.3871384952,20,3.41550425081538,4.37815891750178,5.78020430887449,0,13.5738674771917,34.1550425081538,43.7815891750178,57.8020430887449,0,135.738674771917
"OS113986",1276.127,10,1941.498,0,580.776,224.321,"39.98972 -82.98611 Franklin Co., Columbus Ohio, Scioto River at Greenlawn Ave Bridge","15/08/1972",39.98972,-82.98611,228,1972,182.5695391144,127.9275707508,1940.2402703404,1342.1621849377,10.7581981638,21.9463307502,-0.4140783572,-0.4291654819,20,4.55108308185627,1.75782661130123,15.2139873225784,0,21.5228970157359,45.5108308185627,17.5782661130123,152.139873225784,0,215.228970157359
"OS112547",1274.157,10,2027.972,0,840.528,758.592,"41.19583 -81.33833, Portage Co., Ohio, Franklin Twp, 5mi N of Kent","22/07/1972",41.19583,-91.33833,204,1972,184.9741589321,103.7094564877,2159.9354464884,1118.2446012858,11.6817456522,28.6436208292,-0.4759313314,-0.6994310225,20,6.59673807858843,5.95367760801848,15.9161861528838,0,28.4666018394907,65.9673807858843,59.5367760801848,159.161861528838,0,284.666018394907
"VSC0014947",1115,10,1629.99,0,250.35,668.622,"Prince Georges Co., Maryland, behind Westchester Part Apts, Berwyn Heights","04/08/1972",38.991572,-76.899134,217,1972,188.4772128879,116.2048498867,2239.0015345577,1351.0239961058,11.750487767,23.1465663535,-0.3218481512,-0.4479143387,20,2.24529147982063,5.99660986547085,14.6187443946188,0,22.8606457399103,22.4529147982063,59.9660986547085,146.187443946188,0,228.606457399103
"1189116",1164.002,10,2367.531,0,666.831,193.862,"Floral Display House, Missouri Botanical Garden Herbarium","05/07/1972",38.612491,-90.259358,187,1972,194.7141149738,89.7671347153,2497.9573450651,997.9622066572,12.7927278928,26.7475246513,-0.3888381993,-0.6315855806,20,5.72877881653124,1.6654782380099,20.3395784543326,0,27.7338355088737,57.2877881653124,16.654782380099,203.395784543326,0,277.338355088737
"UTC00170584",944.008,10,2016.558,0,125.32,953.465,"Weber Co., Uta, 4mi W of Ogden, along Warren Canala, T6N R2W Sec 23","22/07/1973",41.25499,-111.844568,203,1973,174.2564275355,81.3765408271,1325.755839244,647.3432826421,7.6031770854,24.3926204316,-0.1355616951,-1.0333085057,20,1.3275311226176,10.1001792357692,21.3616621893035,0,32.7893725476903,13.275311226176,101.001792357692,213.616621893035,0,327.893725476903
"918950502",155.51,5,226.11,0,286.17,107.04,"",NA,49.49,-117.29,220,1973,155.2757735157,95.2303396508,1255.9279291551,826.2792313971,8.1152208906,20.5200924668,0.0374098289,-1.0470537109,20,9.20101601183204,3.4415793196579,7.26995048549933,0,19.9125458169893,92.0101601183204,34.415793196579,72.6995048549933,0,199.125458169893
"UWL0000031",903.014,10,1636.936,0,0,0,"46.71800 -92.05575","05/09/1973",46.718,-92.05575,248,1973,135.9342149456,94.9665251547,1112.4624525537,929.1480853142,8.1721481445,17.954276759,0.0658800437,-0.6854860768,20,0,0,18.1274708919242,0,18.1274708919242,0,0,181.274708919242,0,181.274708919242
"UWL0000027",904.014,10,170.658,0,820.735,680.705,"46.68960 -91.99720","12/09/1973",46.6896,-91.9972,255,1973,137.000568293,102.7836761902,1145.3187648773,1003.0227670733,8.3008382865,17.97331744,0.0691728872,-0.6675637132,20,9.07878639047625,7.52980595433257,1.88778049897457,0,18.4963728437834,90.7878639047625,75.2980595433257,18.8778049897457,0,184.963728437834
"UWL0000015",903.001,10,163.686,0,176.741,58.31,"45.04280 -87.74326","28/07/1973",45.0428,-87.74326,209,1973,159.6551981729,78.1639822598,1569.2357677835,785.4735655823,9.5690590862,22.1609190271,-0.051919175,-0.6940289694,20,1.9572625058001,0.645735719008063,1.81268902249278,0,4.41568724730094,19.572625058001,6.45735719008063,18.1268902249278,0,44.1568724730094
"VSC0014945",1116,10,1529.724,0,0,0,"York Co., Maine, Kittery Point, E of Kittery","20/08/1973",43.089988,-70.674305,232,1973,182.7031358334,124.1074945749,1752.6757347552,1272.9095495157,9.5898426275,27.759541966,0.0075918503,-1.1782891559,20,0,0,13.7072043010753,0,13.7072043010753,0,0,137.072043010753,0,137.072043010753
"v0047826WIS",1180.061,10,183.412,0,673.438,100.499,"Marinette Co., Wisconsin, W of Hwy 41, 0.25mi S of Peshtigo","28/07/1973",45.044512,-87.765265,209,1973,158.6445224037,77.1821017257,1569.5178955372,789.2428284346,9.6426511773,22.4185452853,-0.0533602462,-0.70543845,20,5.70680668202746,0.851642415095491,1.55425863578239,0,8.11270773290533,57.0680668202746,8.51642415095491,15.5425863578239,0,81.1270773290533
"OS110013",1276.265,10,0,0,705.045,751.142,"40.09306 -83.01806 Franklin Co., Ohio, railroad S of Lincoln Avenue and E of Indianola Avenue, Se edge of Worthington","24/07/1973",40.09306,-83.01806,205,1973,235.8775890414,134.0049637939,2253.4362671548,1162.4541810634,9.6494907311,31.5281042028,-0.2947159574,-1.0778111755,20,5.52428374984819,5.88547049398048,0,0,11.4097542438287,55.2428374984819,58.8547049398048,0,0,114.097542438287
"MU-V-000195820",1164.29,10,909.9,0,297.246,892.242,"Bever Pond, Bloonfield TWP, Jackson Co., Ohio, south of Rick Hill","01/07/1973",38.97718,-82.550531,182,1973,245.0498625471,121.6880463222,2506.2761030633,936.1480950092,9.7908127928,32.9502503351,-0.2884509946,-1.1192749203,20,2.55302373120099,7.66340001202449,7.81506325743586,0,18.0314870006613,25.5302373120099,76.6340001202449,78.1506325743586,0,180.314870006613
"OS368319",1278.264,10,1320.869,0,301.275,403.318,"41.38194 -82.21861 Lorain Co., Ohio","29/07/1973",41.38194,-82.21861,210,1973,218.4931340545,120.5725166134,2220.1961202677,1138.864337125,9.8692540772,30.9433246231,-0.2013835653,-1.0234778142,20,2.35690749328777,3.15520111651427,10.333303605515,0,15.845412215317,23.5690749328777,31.5520111651427,103.33303605515,0,158.45412215317
"v0047773WIS",1176.061,10,3073.476,0,107.415,201.022,"junction of US 54 and County N., T24N, R21E, Sect13","15/09/1973",44.526629,-87.94927,258,1973,158.2846672347,127.1630041048,1594.9970275889,1400.828768664,9.9865338841,21.6298457781,-0.1464409823,-0.6268560488,20,0.91334548122929,1.70928208655844,26.1336444283077,0,28.7562719960954,9.1334548122929,17.0928208655844,261.336444283077,0,287.562719960954
"MSC0147372",1176.083,10,1334.035,0,579.725,634.278,"Shiawassee Co., New Haven Twp., 5m5 mi N of Owosso (near junction of Six Mile Creek Rd and Seymour Road) along Shiwassee River","22/08/1973",43.091383,-84.154151,234,1973,179.6487980382,122.7317079526,1874.9076046461,1313.2000468269,10.4637662141,26.8276693232,-0.2486317706,-0.6548600906,20,4.92928645342208,5.39313976989719,11.3430344627037,0,21.665460686023,49.2928645342208,53.9313976989719,113.430344627037,0,216.65460686023
"EMC010006",1014.002,10,211.026,2584.77,595.932,0,"N side of Ellsworth Rd, Pittsfield Township, Washtenaw, MI","28/08/1973",42.228416,-83.734935,240,1973,188.6721416427,128.6579092874,1977.8604628796,1457.2792579907,10.5050237229,26.1711812054,-0.2678313005,-0.702803548,20,5.87702982834353,0,2.08112015558155,25.490778124698,33.4489281086231,58.7702982834353,0,20.8112015558155,254.90778124698,334.489281086231
"EMC009987",1008.002,10,408.2,2617.062,730.308,0,"N side of Ellsworth Rd, Pittsfield Township, Washtenaw, MI","28/08/1973",42.228416,-83.734935,240,1973,188.6721416427,128.6579092874,1977.8604628796,1457.2792579907,10.5050237229,26.1711812054,-0.2678313005,-0.702803548,20,7.24510467241137,0,4.04959513969218,25.9628651530453,37.2575649651489,72.4510467241137,0,40.4959513969218,259.628651530453,372.575649651489
"EMC009989",1017.152,10,0,0,1524.559,674.634,"EMU Campus, Ypsilanti, MI","05/07/1973",42.247491,-83.625241,186,1973,190.9074440476,76.2939743022,2013.2370092291,705.8832916192,10.5586698805,26.2434684979,-0.2823121191,-0.7128149868,20,14.9885071257786,6.63257802177059,0,0,21.6210851475492,149.885071257786,66.3257802177059,0,0,216.210851475492
"EMC009988",1017.004,10,0,0,1241.724,659.941,"EMU Campus, Ypsilanti, MI, between Greenhouse and Hover Bldg","05/07/1973",42.247491,-83.625241,186,1973,190.9074440476,76.2939743022,2013.2370092291,705.8832916192,10.5586698805,26.2434684979,-0.2823121191,-0.7128149868,20,12.2096274940905,6.48906985616576,0,0,18.6986973502562,122.096274940905,64.8906985616576,0,0,186.986973502562
"931065337",433.33,5,0,0,433.31,259.52,"","0020-07-19",42.93,-81.43,201,1973,149.6552622241,62.6552622241,1596.374904787,670.4289076188,10.6026432028,18.1181243665,-0.1682269969,-0.586736727,20,4.99976922899407,2.99448457295825,0,0,7.99425380195232,49.9976922899407,29.9448457295825,0,0,79.9425380195232
"931065461",432,5,1440.38,0,0,0,"","0010-08-19",42.93,-81.43,222,1973,149.6552622241,83.6552622241,1596.374904787,967.8056353785,10.6026432028,18.1181243665,-0.1682269969,-0.586736727,20,0,0,16.6710648148148,0,16.6710648148148,0,0,166.710648148148,0,166.710648148148
"931064958",432,5,1545.91,0,0,0,"","0005-08-19",43.65,-79.38,217,1973,161.1754460665,88.4725014456,1732.0787036664,949.2436139201,10.6090788897,25.0839456153,-0.0562680222,-0.6572174937,20,0,0,17.8924768518519,0,17.8924768518519,0,0,178.924768518519,0,178.924768518519
"0036835MOR",1218.002,10,1510.189,0,1192.727,746.343,"Illinois, Lake, Along roadside, near temporary pond, W of Waukegan Municipal Beach.","13/07/1973",42.393023,-87.92029,194,1973,173.5499674024,80.5318623961,1820.233198479,697.4557863345,10.6438955753,25.9174298858,-0.1840320023,-0.7309491809,20,9.79248802547122,6.12760077569659,12.3989041068898,0,28.3189929080576,97.9248802547122,61.2760077569659,123.989041068898,0,283.189929080576
"v0057048WIS",1179.034,10,2944.711,0,825.012,212.956,"Vernon Co., Wisconsin, 20m from road S of St. Hwy 33 about 1mi W of Hillsboro, T14N R1E Sect34","28/09/1973",43.658526,-90.392048,271,1973,166.412213713,143.8809015786,1750.8077213044,1597.5010654147,10.64399007,23.2449399723,-0.1968164563,-0.6746480807,20,6.99735546218345,1.80619049153799,24.975624112621,0,33.7791700663424,69.9735546218345,18.0619049153799,249.75624112621,0,337.791700663424
"931065172",432,5,384.86,0,498.3,441.64,"","0002-09-19",42.68,-80.33,245,1973,150.4600232841,107.0129219443,1613.7916469656,1281.8987006855,10.6972772864,17.8973450559,-0.1548950729,-0.669097659,20,5.76736111111111,5.11157407407407,4.45439814814815,0,15.3333333333333,57.6736111111111,51.1157407407407,44.5439814814815,0,153.333333333333
"v0057049WIS",1182.034,10,762.179,0,0,0,"Walworth Co., Wisconsin, 1.2mi E of Lake Geneva, T82N R18E Sec 30, see map","22/10/1973",42.620564,-88.393772,295,1973,150.330912744,160.9598002797,1673.2272907222,1627.781330984,10.8931599399,25.9887490824,-0.184550049,-0.8191571264,20,0,0,6.44802941370553,0,6.44802941370553,0,0,64.4802941370553,0,64.4802941370553
"v0057050WIS",1174.043,10,613.184,0,0,0,"Walworth County, Wisconsin, T2N; R18E; Sect 30, 0.5mi east of Lake Geneva","22/10/1973",42.591829,-88.383821,295,1973,151.5929091945,159.6720972356,1690.8478731114,1677.9633468876,10.9082676803,24.9486241654,-0.1653990079,-0.8228998191,20,0,0,5.2228410714088,0,5.2228410714088,0,0,52.228410714088,0,52.228410714088
"931065716",432,5,0,0,1618.46,611.04,"","0005-07-19",43.06,-79.96,186,1973,150.1896664165,48.4642572342,1628.1758594165,490.1010479962,10.9397776546,20.5430633032,-0.0918497247,-0.6598780692,20,18.7321759259259,7.07222222222222,0,0,25.8043981481481,187.321759259259,70.7222222222222,0,0,258.043981481481
"MICH-V-1433777",1164.043,10,3013.576,0,0,0,"Bucks Co., Pennsylvania, near west bank of Delaware River at Borrisville, SE of East end of Philadelphia Ave, and 100-200m S of the railroad bridge","06/09/1973",40.205521,-74.768342,249,1973,205.1293124903,149.3693668131,2366.0117481366,1914.1316344015,11.0235987674,31.7379396549,-0.1803245604,-1.083905787,20,0,0,25.8888718028458,0,25.8888718028458,0,0,258.888718028458,0,258.888718028458
"931065650",432.05,5,609.64,609.729,601.56,0,"","0031-07-19",43.25,-79.87,212,1973,151.6839845115,73.4074962268,1646.9399627438,871.6627657829,11.0594605757,23.4644818928,-0.1198031563,-0.6781431262,20,6.96169424835088,0,7.05520194421942,7.05623191760213,21.0731281101724,69.6169424835088,0,70.5520194421942,70.5623191760213,210.731281101724
"v0057052WIS",1176.083,10,1343.59,0,696.748,675.11,"Walworth Co., Wisconsin, 2mi W of Genoa City, T1N R18E Sec 33 see map","17/07/1973",42.503804,-88.37362,198,1973,149.1836242156,64.3195928887,1732.6232044389,777.4477513397,11.2248853138,26.1472667693,-0.1651949218,-0.8439182823,20,5.9243097638517,5.74032615045027,11.4242787286271,0,23.0889146429291,59.243097638517,57.4032615045027,114.242787286271,0,230.889146429291
"HCHM07002",998.008,10,1750.559,0,0,0,"Middlesix Co., New Jersey, Holiday Inn east of Princeton","28/09/1973",40.364978,-74.596538,271,1973,203.2803516001,167.1098956757,2276.1226044453,2065.1437476804,11.2420069644,31.5642958983,-0.1665511689,-1.0984203116,20,0,0,17.5405307372286,0,17.5405307372286,0,0,175.405307372286,0,175.405307372286
