Population,Family,Pop-Fam,Individual,PlantID,Latitude,Longitude,Elevation,Days,Veg,Infl,Nodes,NodeLength,StemWidth,LeafArea
OHSF,31,OHSF-31,b,OHSF-31-b,40.39036111,81.26125,257,87,815,178,21,38.80952381,3.69,1647.3
ONAP,1,ONAP-1,a,ONAP-1-a,45.57911111,78.40636111,454,79,512,176,14,36.57142857,2.65,
ONAP,1,ONAP-1,b,ONAP-1-b,45.57911111,78.40636111,454,72,475,221,13,36.53846154,3.52,1236.5
ONAP,2,ONAP-2,a,ONAP-2-a,45.57911111,78.40636111,454,81,682,110,14,48.71428571,3.84,
ONAP,2,ONAP-2,b,ONAP-2-b,45.57911111,78.40636111,454,84,718,128,15,47.86666667,3.17,1030
ONAP,3,ONAP-3,a,ONAP-3-a,45.57911111,78.40636111,454,78,597,133,15,39.8,3.28,
ONAP,3,ONAP-3,b,ONAP-3-b,45.57911111,78.40636111,454,76,740,155,16,46.25,3.37,1136.2
ONAP,4,ONAP-4,a,ONAP-4-a,45.57911111,78.40636111,454,76,603,161,16,37.6875,3.83,
ONAP,4,ONAP-4,b,ONAP-4-b,45.57911111,78.40636111,454,78,553,170,13,42.53846154,2.78,979.8
ONAP,6,ONAP-6,a,ONAP-6-a,45.57911111,78.40636111,454,74,468,214,14,33.42857143,3.66,
ONAP,6,ONAP-6,b,ONAP-6-b,45.57911111,78.40636111,454,73,580,182,16,36.25,3.54,1357.4
ONAP,7,ONAP-7,a,ONAP-7-a,45.57911111,78.40636111,454,71,435,149,13,33.46153846,3.06,
ONAP,7,ONAP-7,b,ONAP-7-b,45.57911111,78.40636111,454,71,555,170,11,50.45454545,3.11,1101.4
ONAP,8,ONAP-8,a,ONAP-8-a,45.57911111,78.40636111,454,78,478,110,11,43.45454545,2.76,
ONAP,8,ONAP-8,b,ONAP-8-b,45.57911111,78.40636111,454,82,513,103,11,46.63636364,2.53,704.4
ONAP,9,ONAP-9,a,ONAP-9-a,45.57911111,78.40636111,454,93,545,167,12,45.41666667,2.81,
ONAP,9,ONAP-9,b,ONAP-9-b,45.57911111,78.40636111,454,75,470,193,12,39.16666667,3.42,1065.9
ONAP,10,ONAP-10,a,ONAP-10-a,45.57911111,78.40636111,454,77,550,166,13,42.30769231,3.36,
ONAP,10,ONAP-10,b,ONAP-10-b,45.57911111,78.40636111,454,74,475,170,11,43.18181818,3.56,1163.8
ONAP,11,ONAP-11,a,ONAP-11-a,45.57911111,78.40636111,454,77,593,140,14,42.35714286,3.43,
ONAP,11,ONAP-11,b,ONAP-11-b,45.57911111,78.40636111,454,80,605,48,14,43.21428571,3.52,1628
ONAP,13,ONAP-13,a,ONAP-13-a,45.57911111,78.40636111,454,103,553,115,18,30.72222222,2,
ONAP,13,ONAP-13,b,ONAP-13-b,45.57911111,78.40636111,454,95,515,129,15,34.33333333,2.43,681
ONAP,14,ONAP-14,a,ONAP-14-a,45.57911111,78.40636111,454,91,400,42,20,20,1.85,
ONAP,14,ONAP-14,b,ONAP-14-b,45.57911111,78.40636111,454,67,400,280,11,36.36363636,3.94,1318.9
ONAP,15,ONAP-15,a,ONAP-15-a,45.57911111,78.40636111,454,82,640,80,14,45.71428571,2.87,
ONAP,15,ONAP-15,b,ONAP-15-b,45.57911111,78.40636111,454,80,410,138,11,37.27272727,2.64,1002.2
ONAP,16,ONAP-16,a,ONAP-16-a,45.57911111,78.40636111,454,74,613,160,13,47.15384615,4.07,
ONAP,16,ONAP-16,b,ONAP-16-b,45.57911111,78.40636111,454,72,513,180,14,36.64285714,3.64,978.7
ONAP,17,ONAP-17,a,ONAP-17-a,45.57911111,78.40636111,454,79,605,98,14,43.21428571,3.37,
ONAP,17,ONAP-17,b,ONAP-17-b,45.57911111,78.40636111,454,75,500,215,15,33.33333333,3.48,355.2
ONAP,18,ONAP-18,a,ONAP-18-a,45.57911111,78.40636111,454,76,760,91,15,50.66666667,3.47,
ONAP,18,ONAP-18,b,ONAP-18-b,45.57911111,78.40636111,454,75,440,100,14,31.42857143,3.54,1127.7
ONAP,19,ONAP-19,a,ONAP-19-a,45.57911111,78.40636111,454,66,410,176,12,34.16666667,4.08,
ONAP,19,ONAP-19,b,ONAP-19-b,45.57911111,78.40636111,454,70,530,236,14,37.85714286,3.84,840
ONAP,20,ONAP-20,a,ONAP-20-a,45.57911111,78.40636111,454,73,495,162,15,33,3,
ONAP,20,ONAP-20,b,ONAP-20-b,45.57911111,78.40636111,454,80,648,127,15,43.2,3.45,1008.3
ONAP,21,ONAP-21,a,ONAP-21-a,45.57911111,78.40636111,454,74,567,198,12,47.25,2.86,
ONAP,21,ONAP-21,b,ONAP-21-b,45.57911111,78.40636111,454,76,422,190,13,32.46153846,3.08,881.1
ONAP,22,ONAP-22,a,ONAP-22-a,45.57911111,78.40636111,454,95,494,116,14,35.28571429,2.66,
ONAP,22,ONAP-22,b,ONAP-22-b,45.57911111,78.40636111,454,82,542,95,14,38.71428571,2.65,715.8
ONAP,23,ONAP-23,a,ONAP-23-a,45.57911111,78.40636111,454,79,482,170,12,40.16666667,2.7,
ONAP,23,ONAP-23,b,ONAP-23-b,45.57911111,78.40636111,454,73,320,130,11,29.09090909,2.76,390.2
ONAP,24,ONAP-24,a,ONAP-24-a,45.57911111,78.40636111,454,83,483,71,13,37.15384615,2.44,
ONAP,24,ONAP-24,b,ONAP-24-b,45.57911111,78.40636111,454,76,668,217,15,44.53333333,3.58,1338.2
ONAP,26,ONAP-26,a,ONAP-26-a,45.57911111,78.40636111,454,77,633,230,16,39.5625,3.43,
ONAP,26,ONAP-26,b,ONAP-26-b,45.57911111,78.40636111,454,72,349,166,13,26.84615385,3.08,620.8
ONAP,27,ONAP-27,a,ONAP-27-a,45.57911111,78.40636111,454,76,634,147,13,48.76923077,2.89,
ONAP,27,ONAP-27,b,ONAP-27-b,45.57911111,78.40636111,454,72,521,186,12,43.41666667,2.85,720.8
ONAP,28,ONAP-28,a,ONAP-28-a,45.57911111,78.40636111,454,74,455,213,14,32.5,2.68,
ONAP,28,ONAP-28,b,ONAP-28-b,45.57911111,78.40636111,454,76,485,185,15,32.33333333,3.09,742.9
ONAP,29,ONAP-29,a,ONAP-29-a,45.57911111,78.40636111,454,73,396,155,12,33,2.6,
ONAP,29,ONAP-29,b,ONAP-29-b,45.57911111,78.40636111,454,77,477,127,13,36.69230769,3.1,997.8
ONAP,30,ONAP-30,a,ONAP-30-a,45.57911111,78.40636111,454,75,638,191,14,45.57142857,3.38,
ONAP,30,ONAP-30,b,ONAP-30-b,45.57911111,78.40636111,454,99,518,146,12,43.16666667,2.34,642.3
ONAP,31,ONAP-31,a,ONAP-31-a,45.57911111,78.40636111,454,90,695,215,17,40.88235294,2.43,
ONAP,31,ONAP-31,b,ONAP-31-b,45.57911111,78.40636111,454,77,286,176,16,17.875,2.46,558.5
ONAP,32,ONAP-32,a,ONAP-32-a,45.57911111,78.40636111,454,69,458,255,12,38.16666667,3.54,
ONAP,32,ONAP-32,b,ONAP-32-b,45.57911111,78.40636111,454,78,620,184,15,41.33333333,3.12,999.8
ONAP,33,ONAP-33,a,ONAP-33-a,45.57911111,78.40636111,454,75,372,111,9,41.33333333,2.05,
ONAP,33,ONAP-33,b,ONAP-33-b,45.57911111,78.40636111,454,75,585,150,14,41.78571429,4.07,1328.8
ONBR,2,ONBR-2,a,ONBR-2-a,44.6155,75.68727778,94,75,777,146,16,48.5625,3.49,
ONBR,2,ONBR-2,b,ONBR-2-b,44.6155,75.68727778,94,78,624,161,13,48,3.2,1320.2
ONBR,3,ONBR-3,a,ONBR-3-a,44.6155,75.68727778,94,71,720,160,15,48,3.08,
ONBR,3,ONBR-3,b,ONBR-3-b,44.6155,75.68727778,94,73,490,107,13,37.69230769,2.82,613
ONBR,4,ONBR-4,a,ONBR-4-a,44.6155,75.68727778,94,70,556,134,15,37.06666667,3.9,
ONBR,4,ONBR-4,b,ONBR-4-b,44.6155,75.68727778,94,71,692,142,19,36.42105263,3.78,1004.7
ONBR,5,ONBR-5,a,ONBR-5-a,44.6155,75.68727778,94,78,735,112,15,49,2.88,
ONBR,5,ONBR-5,b,ONBR-5-b,44.6155,75.68727778,94,75,630,125,15,42,2.26,589.1
ONBR,6,ONBR-6,a,ONBR-6-a,44.6155,75.68727778,94,81,1000,135,19,52.63157895,3.72,
ONBR,6,ONBR-6,b,ONBR-6-b,44.6155,75.68727778,94,71,490,71,15,32.66666667,2.3,568.1
ONBR,7,ONBR-7,a,ONBR-7-a,44.6155,75.68727778,94,79,718,131,16,44.875,3.68,
ONBR,7,ONBR-7,b,ONBR-7-b,44.6155,75.68727778,94,73,548,108,14,39.14285714,3.19,866
ONBR,8,ONBR-8,a,ONBR-8-a,44.6155,75.68727778,94,74,739,115,18,41.05555556,3.06,
ONBR,8,ONBR-8,b,ONBR-8-b,44.6155,75.68727778,94,77,588,105,16,36.75,3.04,918.7
ONBR,9,ONBR-9,a,ONBR-9-a,44.6155,75.68727778,94,77,613,152,10,61.3,3.28,
ONBR,9,ONBR-9,b,ONBR-9-b,44.6155,75.68727778,94,80,735,106,14,52.5,3.12,1229.2
ONBR,10,ONBR-10,a,ONBR-10-a,44.6155,75.68727778,94,75,694,166,13,53.38461538,3.32,
ONBR,10,ONBR-10,b,ONBR-10-b,44.6155,75.68727778,94,76,717,173,15,47.8,3.48,1215.5
ONBR,11,ONBR-11,a,ONBR-11-a,44.6155,75.68727778,94,90,848,120,22,38.54545455,3.19,
ONBR,11,ONBR-11,b,ONBR-11-b,44.6155,75.68727778,94,80,635,130,19,33.42105263,4.12,1231.6
ONBR,12,ONBR-12,a,ONBR-12-a,44.6155,75.68727778,94,98,520,145,17,30.58823529,2.42,
ONBR,12,ONBR-12,b,ONBR-12-b,44.6155,75.68727778,94,93,583,173,16,36.4375,2.58,586.8
ONBR,13,ONBR-13,a,ONBR-13-a,44.6155,75.68727778,94,75,498,143,15,33.2,3.14,
ONBR,13,ONBR-13,b,ONBR-13-b,44.6155,75.68727778,94,77,584,155,14,41.71428571,2.87,967.6
ONBR,14,ONBR-14,a,ONBR-14-a,44.6155,75.68727778,94,82,463,132,10,46.3,2.24,
ONBR,14,ONBR-14,b,ONBR-14-b,44.6155,75.68727778,94,66,603,175,13,46.38461538,3.03,572.2
ONBR,15,ONBR-15,a,ONBR-15-a,44.6155,75.68727778,94,99,705,192,17,41.47058824,3.02,
ONBR,15,ONBR-15,b,ONBR-15-b,44.6155,75.68727778,94,116,588,110,16,36.75,2.18,480.6
ONBR,16,ONBR-16,a,ONBR-16-a,44.6155,75.68727778,94,86,783,193,17,46.05882353,3.54,
ONBR,16,ONBR-16,b,ONBR-16-b,44.6155,75.68727778,94,116,731,50,21,34.80952381,2.37,324.4
ONBR,17,ONBR-17,a,ONBR-17-a,44.6155,75.68727778,94,76,758,126,18,42.11111111,3.48,
ONBR,17,ONBR-17,b,ONBR-17-b,44.6155,75.68727778,94,75,635,140,15,42.33333333,3.03,834.1
ONBR,18,ONBR-18,a,ONBR-18-a,44.6155,75.68727778,94,74,748,225,16,46.75,3.64,
ONBR,18,ONBR-18,b,ONBR-18-b,44.6155,75.68727778,94,89,555,118,16,34.6875,2.39,617
ONBR,19,ONBR-19,a,ONBR-19-a,44.6155,75.68727778,94,97,693,95,18,38.5,2.77,
ONBR,19,ONBR-19,b,ONBR-19-b,44.6155,75.68727778,94,112,825,99,27,30.55555556,2.64,509.3
ONBR,20,ONBR-20,a,ONBR-20-a,44.6155,75.68727778,94,107,538,102,18,29.88888889,2.05,
ONBR,20,ONBR-20,b,ONBR-20-b,44.6155,75.68727778,94,78,720,131,16,45,3.12,904.7
ONBR,21,ONBR-21,a,ONBR-21-a,44.6155,75.68727778,94,74,548,175,14,39.14285714,2.56,
ONBR,21,ONBR-21,b,ONBR-21-b,44.6155,75.68727778,94,98,583,153,13,44.84615385,2.81,856.4
ONBR,22,ONBR-22,a,ONBR-22-a,44.6155,75.68727778,94,78,570,152,13,43.84615385,2.98,
ONBR,22,ONBR-22,b,ONBR-22-b,44.6155,75.68727778,94,79,467,126,17,27.47058824,2.65,774
ONBR,23,ONBR-23,a,ONBR-23-a,44.6155,75.68727778,94,80,732,145,14,52.28571429,3.46,
ONBR,23,ONBR-23,b,ONBR-23-b,44.6155,75.68727778,94,80,537,162,14,38.35714286,2.87,1083.2
ONBR,24,ONBR-24,a,ONBR-24-a,44.6155,75.68727778,94,80,752,180,18,41.77777778,3.12,
ONBR,24,ONBR-24,b,ONBR-24-b,44.6155,75.68727778,94,81,762,161,21,36.28571429,3.58,1114.2
ONBR,25,ONBR-25,a,ONBR-25-a,44.6155,75.68727778,94,90,388,100,14,27.71428571,2.13,
ONBR,25,ONBR-25,b,ONBR-25-b,44.6155,75.68727778,94,102,680,155,15,45.33333333,2.01,428.9
ONBR,26,ONBR-26,a,ONBR-26-a,44.6155,75.68727778,94,91,558,121,14,39.85714286,2.61,
ONBR,26,ONBR-26,b,ONBR-26-b,44.6155,75.68727778,94,83,615,124,16,38.4375,2.54,870.9
ONBR,27,ONBR-27,a,ONBR-27-a,44.6155,75.68727778,94,81,515,115,14,36.78571429,2.77,
ONBR,27,ONBR-27,b,ONBR-27-b,44.6155,75.68727778,94,71,725,142,17,42.64705882,4.22,685.1
ONBR,28,ONBR-28,a,ONBR-28-a,44.6155,75.68727778,94,113,573,117,16,35.8125,2.53,
ONBR,28,ONBR-28,b,ONBR-28-b,44.6155,75.68727778,94,95,710,107,17,41.76470588,3.22,931.1
ONBR,29,ONBR-29,a,ONBR-29-a,44.6155,75.68727778,94,86,482,129,17,28.35294118,2.53,
ONBR,29,ONBR-29,b,ONBR-29-b,44.6155,75.68727778,94,79,458,160,13,35.23076923,2.72,816.1
ONBR,30,ONBR-30,a,ONBR-30-a,44.6155,75.68727778,94,109,603,141,17,35.47058824,2.3,
ONBR,30,ONBR-30,b,ONBR-30-b,44.6155,75.68727778,94,73,693,142,14,49.5,3.58,845.5
ONBR,31,ONBR-31,a,ONBR-31-a,44.6155,75.68727778,94,107,769,141,20,38.45,2.81,
ONBR,31,ONBR-31,b,ONBR-31-b,44.6155,75.68727778,94,82,732,151,16,45.75,3.86,1360.8
ONBT,1,ONBT-1,a,ONBT-1-a,44.55905556,78.35461111,253,87,470,99,15,31.33333333,3.13,
ONBT,1,ONBT-1,b,ONBT-1-b,44.55905556,78.35461111,253,80,744,118,17,43.76470588,3,914.4
ONBT,2,ONBT-2,a,ONBT-2-a,44.55905556,78.35461111,253,83,698,116,15,46.53333333,3.61,
ONBT,2,ONBT-2,b,ONBT-2-b,44.55905556,78.35461111,253,103,854,172,18,47.44444444,3.02,847
ONBT,3,ONBT-3,a,ONBT-3-a,44.55905556,78.35461111,253,81,678,150,18,37.66666667,3.51,
ONBT,3,ONBT-3,b,ONBT-3-b,44.55905556,78.35461111,253,81,630,125,14,45,3.47,1412.3
ONBT,4,ONBT-4,a,ONBT-4-a,44.55905556,78.35461111,253,98,553,85,14,39.5,2.32,
ONBT,4,ONBT-4,b,ONBT-4-b,44.55905556,78.35461111,253,89,510,92,14,36.42857143,2.46,670.2
ONBT,5,ONBT-5,a,ONBT-5-a,44.55905556,78.35461111,253,83,608,191,17,35.76470588,3.18,
ONBT,5,ONBT-5,b,ONBT-5-b,44.55905556,78.35461111,253,89,495,83,12,41.25,2.5,769.5
ONBT,6,ONBT-6,a,ONBT-6-a,44.55905556,78.35461111,253,111,514,151,16,32.125,1.87,
ONBT,6,ONBT-6,b,ONBT-6-b,44.55905556,78.35461111,253,129,587,83,18,32.61111111,2.2,490.2
ONBT,7,ONBT-7,a,ONBT-7-a,44.55905556,78.35461111,253,110,717,160,18,39.83333333,2.61,
ONBT,7,ONBT-7,b,ONBT-7-b,44.55905556,78.35461111,253,80,708,134,15,47.2,3.46,1369.3
ONBT,9,ONBT-9,a,ONBT-9-a,44.55905556,78.35461111,253,104,670,119,20,33.5,2.57,
ONBT,9,ONBT-9,b,ONBT-9-b,44.55905556,78.35461111,253,81,635,157,15,42.33333333,2.58,1090.9
ONBT,10,ONBT-10,a,ONBT-10-a,44.55905556,78.35461111,253,79,770,166,16,48.125,3.9,
ONBT,10,ONBT-10,b,ONBT-10-b,44.55905556,78.35461111,253,83,714,157,16,44.625,3.28,1420.2
ONBT,11,ONBT-11,a,ONBT-11-a,44.55905556,78.35461111,253,82,685,92,16,42.8125,3.16,
ONBT,11,ONBT-11,b,ONBT-11-b,44.55905556,78.35461111,253,80,594,102,15,39.6,2.99,934.3
ONBT,12,ONBT-12,a,ONBT-12-a,44.55905556,78.35461111,253,113,751,59,21,35.76190476,3.94,
ONBT,12,ONBT-12,b,ONBT-12-b,44.55905556,78.35461111,253,80,710,201,16,44.375,3.65,1145.7
ONBT,13,ONBT-13,a,ONBT-13-a,44.55905556,78.35461111,253,75,555,165,12,46.25,3.51,
ONBT,13,ONBT-13,b,ONBT-13-b,44.55905556,78.35461111,253,76,595,100,13,45.76923077,2.69,1203.2
ONBT,14,ONBT-14,a,ONBT-14-a,44.55905556,78.35461111,253,102,510,130,17,30,2.38,
ONBT,14,ONBT-14,b,ONBT-14-b,44.55905556,78.35461111,253,88,493,100,15,32.86666667,2.66,962.9
ONBT,15,ONBT-15,a,ONBT-15-a,44.55905556,78.35461111,253,79,544,144,14,38.85714286,3.24,
ONBT,15,ONBT-15,b,ONBT-15-b,44.55905556,78.35461111,253,107,691,155,20,34.55,2.74,617.5
ONBT,16,ONBT-16,a,ONBT-16-a,44.55905556,78.35461111,253,75,727,147,14,51.92857143,2.78,
ONBT,16,ONBT-16,b,ONBT-16-b,44.55905556,78.35461111,253,74,710,125,19,37.36842105,3.3,1114
ONBT,17,ONBT-17,a,ONBT-17-a,44.55905556,78.35461111,253,98,620,73,22,28.18181818,2.71,
ONBT,17,ONBT-17,b,ONBT-17-b,44.55905556,78.35461111,253,84,627,88,16,39.1875,2.66,592.5
ONBT,18,ONBT-18,a,ONBT-18-a,44.55905556,78.35461111,253,101,750,95,18,41.66666667,2.64,
ONBT,19,ONBT-19,a,ONBT-19-a,44.55905556,78.35461111,253,119,560,97,18,31.11111111,2.42,
ONBT,19,ONBT-19,b,ONBT-19-b,44.55905556,78.35461111,253,103,620,124,15,41.33333333,2.42,816.7
ONBT,20,ONBT-20,a,ONBT-20-a,44.55905556,78.35461111,253,122,722,99,17,42.47058824,2.18,
ONBT,20,ONBT-20,b,ONBT-20-b,44.55905556,78.35461111,253,120,744,113,19,39.15789474,2.71,757.6
ONBT,21,ONBT-21,a,ONBT-21-a,44.55905556,78.35461111,253,79,672,126,13,51.69230769,3.34,
ONBT,21,ONBT-21,b,ONBT-21-b,44.55905556,78.35461111,253,81,623,140,16,38.9375,2.54,1248.6
ONBT,22,ONBT-22,a,ONBT-22-a,44.55905556,78.35461111,253,99,545,141,12,45.41666667,2.26,
ONBT,22,ONBT-22,b,ONBT-22-b,44.55905556,78.35461111,253,107,545,151,19,28.68421053,2.61,406.3
ONBT,24,ONBT-24,a,ONBT-24-a,44.55905556,78.35461111,253,90,660,135,15,44,2.88,
ONBT,24,ONBT-24,b,ONBT-24-b,44.55905556,78.35461111,253,81,660,95,15,44,2.93,931.5
ONBT,25,ONBT-25,a,ONBT-25-a,44.55905556,78.35461111,253,83,877,132,16,54.8125,3.11,
ONBT,25,ONBT-25,b,ONBT-25-b,44.55905556,78.35461111,253,77,770,125,14,55,3.76,1125.2
ONBT,27,ONBT-27,a,ONBT-27-a,44.55905556,78.35461111,253,78,508,158,13,39.07692308,2.9,
ONBT,27,ONBT-27,b,ONBT-27-b,44.55905556,78.35461111,253,79,580,162,15,38.66666667,3.02,1053.5
ONBT,28,ONBT-28,a,ONBT-28-a,44.55905556,78.35461111,253,81,533,128,14,38.07142857,2.86,
ONBT,28,ONBT-28,b,ONBT-28-b,44.55905556,78.35461111,253,78,439,106,12,36.58333333,2.79,967.5
ONBT,29,ONBT-29,a,ONBT-29-a,44.55905556,78.35461111,253,76,599,130,12,49.91666667,2.68,
ONBT,29,ONBT-29,b,ONBT-29-b,44.55905556,78.35461111,253,73,562,180,13,43.23076923,3.68,904.9
ONBT,30,ONBT-30,a,ONBT-30-a,44.55905556,78.35461111,253,80,774,149,13,59.53846154,2.82,
ONBT,30,ONBT-30,b,ONBT-30-b,44.55905556,78.35461111,253,76,738,124,17,43.41176471,3.93,1085.7
ONBT,31,ONBT-31,a,ONBT-31-a,44.55905556,78.35461111,253,100,550,130,15,36.66666667,2.74,
ONBT,31,ONBT-31,b,ONBT-31-b,44.55905556,78.35461111,253,83,634,125,15,42.26666667,2.47,898
ONBT,32,ONBT-32,a,ONBT-32-a,44.55905556,78.35461111,253,101,615,148,18,34.16666667,2.58,
ONBT,32,ONBT-32,b,ONBT-32-b,44.55905556,78.35461111,253,123,685,177,21,32.61904762,2.49,530.7
ONBT,33,ONBT-33,a,ONBT-33-a,44.55905556,78.35461111,253,134,758,106,22,34.45454545,2.66,
ONBT,33,ONBT-33,b,ONBT-33-b,44.55905556,78.35461111,253,94,400,124,12,33.33333333,2.47,582.2
ONCB,1,ONCB-1,a,ONCB-1-a,46.37763889,79.97491667,200,123,973,114,20,48.65,3.96,
ONCB,1,ONCB-1,b,ONCB-1-b,46.37763889,79.97491667,200,87,640,167,15,42.66666667,2.75,1103.7
ONCB,2,ONCB-2,a,ONCB-2-a,46.37763889,79.97491667,200,76,565,168,14,40.35714286,3.43,
ONCB,2,ONCB-2,b,ONCB-2-b,46.37763889,79.97491667,200,83,637,165,12,53.08333333,2.65,995.9
ONCB,3,ONCB-3,a,ONCB-3-a,46.37763889,79.97491667,200,82,775,156,18,43.05555556,4.29,
ONCB,3,ONCB-3,b,ONCB-3-b,46.37763889,79.97491667,200,93,745,110,18,41.38888889,2.98,1310.4
ONCB,4,ONCB-4,a,ONCB-4-a,46.37763889,79.97491667,200,88,597,147,15,39.8,2.64,
ONCB,4,ONCB-4,b,ONCB-4-b,46.37763889,79.97491667,200,81,651,114,14,46.5,2.99,1150
ONCB,5,ONCB-5,a,ONCB-5-a,46.37763889,79.97491667,200,95,850,170,23,36.95652174,2.76,
ONCB,5,ONCB-5,b,ONCB-5-b,46.37763889,79.97491667,200,86,767,135,21,36.52380952,3.46,1796.6
ONCB,6,ONCB-6,a,ONCB-6-a,46.37763889,79.97491667,200,82,586,148,15,39.06666667,3.98,
ONCB,6,ONCB-6,b,ONCB-6-b,46.37763889,79.97491667,200,90,923,163,18,51.27777778,4.15,1933.7
ONCB,7,ONCB-7,a,ONCB-7-a,46.37763889,79.97491667,200,82,598,127,15,39.86666667,2.66,
ONCB,7,ONCB-7,b,ONCB-7-b,46.37763889,79.97491667,200,88,958,139,19,50.42105263,3.32,1840.1
ONCB,8,ONCB-8,a,ONCB-8-a,46.37763889,79.97491667,200,78,780,154,14,55.71428571,4.24,
ONCB,8,ONCB-8,b,ONCB-8-b,46.37763889,79.97491667,200,79,682,190,16,42.625,3.36,1801.2
ONCB,9,ONCB-9,a,ONCB-9-a,46.37763889,79.97491667,200,76,680,193,16,42.5,3.47,
ONCB,9,ONCB-9,b,ONCB-9-b,46.37763889,79.97491667,200,80,605,151,15,40.33333333,3.54,1788.4
ONCB,10,ONCB-10,a,ONCB-10-a,46.37763889,79.97491667,200,86,675,150,20,33.75,3.21,
ONCB,10,ONCB-10,b,ONCB-10-b,46.37763889,79.97491667,200,115,643,91,20,32.15,2.1,617.1
ONCB,11,ONCB-11,a,ONCB-11-a,46.37763889,79.97491667,200,76,499,204,14,35.64285714,3.08,
ONCB,11,ONCB-11,b,ONCB-11-b,46.37763889,79.97491667,200,79,620,155,16,38.75,3.65,1645.2
ONCB,12,ONCB-12,a,ONCB-12-a,46.37763889,79.97491667,200,78,595,102,15,39.66666667,3.12,
ONCB,12,ONCB-12,b,ONCB-12-b,46.37763889,79.97491667,200,71,562,251,11,51.09090909,3.6,1836
ONCB,13,ONCB-13,a,ONCB-13-a,46.37763889,79.97491667,200,75,470,171,13,36.15384615,3.2,
ONCB,14,ONCB-14,a,ONCB-14-a,46.37763889,79.97491667,200,87,658,177,19,34.63157895,3.24,
ONCB,14,ONCB-14,b,ONCB-14-b,46.37763889,79.97491667,200,76,630,140,15,42,4.12,1503.3
ONCB,15,ONCB-15,a,ONCB-15-a,46.37763889,79.97491667,200,81,643,111,13,49.46153846,3.4,
ONCB,15,ONCB-15,b,ONCB-15-b,46.37763889,79.97491667,200,84,677,236,16,42.3125,3.08,1514.7
ONCB,16,ONCB-16,a,ONCB-16-a,46.37763889,79.97491667,200,124,882,175,20,44.1,3.42,
ONCB,16,ONCB-16,b,ONCB-16-b,46.37763889,79.97491667,200,95,520,112,15,34.66666667,2.47,665.1
ONCB,17,ONCB-17,a,ONCB-17-a,46.37763889,79.97491667,200,84,661,137,16,41.3125,3.73,
ONCB,17,ONCB-17,b,ONCB-17-b,46.37763889,79.97491667,200,79,738,131,15,49.2,3.98,2146.2
ONCB,18,ONCB-18,a,ONCB-18-a,46.37763889,79.97491667,200,84,837,192,16,52.3125,4.06,
ONCB,18,ONCB-18,b,ONCB-18-b,46.37763889,79.97491667,200,77,657,164,17,38.64705882,3.24,1756.2
ONCB,19,ONCB-19,a,ONCB-19-a,46.37763889,79.97491667,200,78,458,141,13,35.23076923,2.8,
ONCB,19,ONCB-19,b,ONCB-19-b,46.37763889,79.97491667,200,85,714,189,17,42,4.05,1791.5
ONCB,20,ONCB-20,a,ONCB-20-a,46.37763889,79.97491667,200,81,666,207,14,47.57142857,4.36,
ONCB,20,ONCB-20,b,ONCB-20-b,46.37763889,79.97491667,200,88,507,99,15,33.8,2.34,924.7
ONCB,21,ONCB-21,a,ONCB-21-a,46.37763889,79.97491667,200,79,555,180,16,34.6875,3.4,
ONCB,21,ONCB-21,b,ONCB-21-b,46.37763889,79.97491667,200,82,842,233,17,49.52941176,3.9,1555.7
ONCB,22,ONCB-22,a,ONCB-22-a,46.37763889,79.97491667,200,77,558,131,13,42.92307692,3.39,
ONCB,22,ONCB-22,b,ONCB-22-b,46.37763889,79.97491667,200,79,425,154,13,32.69230769,3.16,1414.3
ONCB,23,ONCB-23,a,ONCB-23-a,46.37763889,79.97491667,200,79,583,87,15,38.86666667,3.15,
ONCB,23,ONCB-23,b,ONCB-23-b,46.37763889,79.97491667,200,82,700,175,15,46.66666667,3.78,1784.3
ONCB,24,ONCB-24,a,ONCB-24-a,46.37763889,79.97491667,200,79,625,146,13,48.07692308,3.58,
ONCB,24,ONCB-24,b,ONCB-24-b,46.37763889,79.97491667,200,83,815,145,17,47.94117647,3.71,2136.9
ONCB,25,ONCB-25,a,ONCB-25-a,46.37763889,79.97491667,200,79,716,161,17,42.11764706,3.82,
ONCB,25,ONCB-25,b,ONCB-25-b,46.37763889,79.97491667,200,78,580,143,16,36.25,3.38,1625.9
ONCB,26,ONCB-26,a,ONCB-26-a,46.37763889,79.97491667,200,89,655,231,16,40.9375,3.19,
ONCB,26,ONCB-26,b,ONCB-26-b,46.37763889,79.97491667,200,130,545,125,26,20.96153846,2.32,594.3
ONCB,27,ONCB-27,a,ONCB-27-a,46.37763889,79.97491667,200,97,528,165,14,37.71428571,2.26,
ONCB,27,ONCB-27,b,ONCB-27-b,46.37763889,79.97491667,200,91,907,203,16,56.6875,3.51,1436.4
ONCB,28,ONCB-28,a,ONCB-28-a,46.37763889,79.97491667,200,79,670,144,19,35.26315789,3.78,
ONCB,28,ONCB-28,b,ONCB-28-b,46.37763889,79.97491667,200,78,662,171,18,36.77777778,3.29,1322.3
ONCB,29,ONCB-29,a,ONCB-29-a,46.37763889,79.97491667,200,63,760,213,16,47.5,3.27,
ONCB,29,ONCB-29,b,ONCB-29-b,46.37763889,79.97491667,200,81,360,202,13,27.69230769,2.72,1117.3
